indice,id_cliente,variable,valor,outlier_IQR,outlier_Zscore,z_score,limite_inferior_IQR,limite_superior_IQR,skewness,metodo_recomendado,hipotesis
3528,CLI-103528,ingreso_mensual,8745354,True,False,2.6579125428029213,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
3582,CLI-103582,ingreso_mensual,10301366,True,True,3.3030231001140415,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
3694,CLI-103694,ingreso_mensual,8783782,True,False,2.6738444948035176,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
3735,CLI-103735,ingreso_mensual,14706521,True,True,5.129366339813907,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
3748,CLI-103748,ingreso_mensual,9234279,True,False,2.860617071581195,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
3768,CLI-103768,ingreso_mensual,10507476,True,True,3.3884747142194565,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
3775,CLI-103775,ingreso_mensual,9488605,True,False,2.9660586668893982,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
3777,CLI-103777,ingreso_mensual,10520554,True,True,3.3938967520112695,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
3806,CLI-103806,ingreso_mensual,9331278,True,False,2.900832107807536,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
3813,CLI-103813,ingreso_mensual,9451654,True,False,2.9507390676811642,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
3814,CLI-103814,ingreso_mensual,12110814,True,True,4.053206265607297,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
3815,CLI-103815,ingreso_mensual,9667469,True,True,3.040214299829823,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
3824,CLI-103824,ingreso_mensual,8797866,True,False,2.67968361242547,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
3972,CLI-103972,ingreso_mensual,8906874,True,False,2.7248774873000667,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4006,CLI-104006,ingreso_mensual,11245643,True,True,3.694513051172306,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4058,CLI-104058,ingreso_mensual,9197858,True,False,2.8455172062794953,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4063,CLI-104063,ingreso_mensual,11735852,True,True,3.897749916433581,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4168,CLI-104168,ingreso_mensual,11559626,True,True,3.8246879779185123,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4199,CLI-104199,ingreso_mensual,9993765,True,True,3.1754941012763345,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4231,CLI-104231,ingreso_mensual,9030954,True,False,2.7763200969657786,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4262,CLI-104262,ingreso_mensual,13769621,True,True,4.74093483597924,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4290,CLI-104290,ingreso_mensual,10892929,True,True,3.5482805509657305,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4299,CLI-104299,ingreso_mensual,11902200,True,True,3.966716512441575,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4353,CLI-104353,ingreso_mensual,8857983,True,False,2.704607656310654,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4384,CLI-104384,ingreso_mensual,10407840,True,True,3.347166398160036,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4417,CLI-104417,ingreso_mensual,9201539,True,False,2.8470433204492207,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4434,CLI-104434,ingreso_mensual,11213462,True,True,3.681171057122884,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4488,CLI-104488,ingreso_mensual,12002367,True,True,4.008244976999807,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4518,CLI-104518,ingreso_mensual,8927920,True,False,2.7336029963508772,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4523,CLI-104523,ingreso_mensual,11177866,True,True,3.666413230449281,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4527,CLI-104527,ingreso_mensual,11050684,True,True,3.6136845555419264,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4562,CLI-104562,ingreso_mensual,11925469,True,True,3.9763636601230017,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4596,CLI-104596,ingreso_mensual,9490903,True,False,2.967011399940751,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4618,CLI-104618,ingreso_mensual,11044861,True,True,3.6112703847159797,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4634,CLI-104634,ingreso_mensual,10721315,True,True,3.47713071202979,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4646,CLI-104646,ingreso_mensual,13344986,True,True,4.564884444655903,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4764,CLI-104764,ingreso_mensual,8785415,True,False,2.6745215239910105,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4769,CLI-104769,ingreso_mensual,9808057,True,True,3.098500998795677,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4807,CLI-104807,ingreso_mensual,13421692,True,True,4.596686159815624,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4883,CLI-104883,ingreso_mensual,10281353,True,True,3.2947258648848354,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4887,CLI-104887,ingreso_mensual,9622179,True,True,3.021437415628017,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
4925,CLI-104925,ingreso_mensual,9463063,True,False,2.955469150963531,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
4998,CLI-104998,ingreso_mensual,11304315,True,True,3.7188380092179756,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5203,CLI-105203,ingreso_mensual,14849039,True,True,5.188453201873369,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5221,CLI-105221,ingreso_mensual,10979954,True,True,3.584360443826454,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5359,CLI-105359,ingreso_mensual,10320253,True,True,3.3108535044399305,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5447,CLI-105447,ingreso_mensual,8923647,True,False,2.731831443553476,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
5527,CLI-105527,ingreso_mensual,10561888,True,True,3.4110335091673183,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5538,CLI-105538,ingreso_mensual,10174896,True,True,3.250589614907541,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5647,CLI-105647,ingreso_mensual,9013890,True,False,2.7692454943599136,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
5696,CLI-105696,ingreso_mensual,16121645,True,True,5.71606582047623,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5705,CLI-105705,ingreso_mensual,9953282,True,True,3.1587101621475706,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5744,CLI-105744,ingreso_mensual,12445338,True,True,4.191897332304691,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5759,CLI-105759,ingreso_mensual,10596485,True,True,3.4253771581567176,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5798,CLI-105798,ingreso_mensual,9168270,True,False,2.8332502500029877,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
5855,CLI-105855,ingreso_mensual,9126147,True,False,2.815786379540796,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
5858,CLI-105858,ingreso_mensual,10053915,True,True,3.2004318267066423,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5883,CLI-105883,ingreso_mensual,9081622,True,False,2.797326658430497,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
5890,CLI-105890,ingreso_mensual,10017617,True,True,3.1853829562549496,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
5951,CLI-105951,ingreso_mensual,12077376,True,True,4.0393431290663395,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6094,CLI-106094,ingreso_mensual,9527026,True,False,2.9819877167440594,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
6162,CLI-106162,ingreso_mensual,9163668,True,False,2.831342296346624,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
6175,CLI-106175,ingreso_mensual,11162943,True,True,3.660226269907361,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6258,CLI-106258,ingreso_mensual,15554251,True,True,5.4808286503548,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6263,CLI-106263,ingreso_mensual,8713730,True,False,2.644801476651499,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
6286,CLI-106286,ingreso_mensual,9672457,True,True,3.0422822861049084,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6322,CLI-106322,ingreso_mensual,9879107,True,True,3.127957780039623,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6344,CLI-106344,ingreso_mensual,9297223,True,False,2.8867131678319895,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
6438,CLI-106438,ingreso_mensual,10142094,True,True,3.2369901590544243,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6500,CLI-106500,ingreso_mensual,10037831,True,True,3.1937635245317284,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6675,CLI-106675,ingreso_mensual,9815400,True,True,3.101545349881874,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6734,CLI-106734,ingreso_mensual,12064049,True,True,4.033817857797683,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6862,CLI-106862,ingreso_mensual,9735263,True,True,3.0683211686215484,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6903,CLI-106903,ingreso_mensual,8998192,True,False,2.7627372248037214,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
6970,CLI-106970,ingreso_mensual,9836256,True,True,3.110192086400153,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6981,CLI-106981,ingreso_mensual,10124831,True,True,3.22983305258554,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
7009,CLI-107009,ingreso_mensual,9847962,True,True,3.115045303588635,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
7062,CLI-107062,ingreso_mensual,16149930,True,True,5.727792563016483,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
7164,CLI-107164,ingreso_mensual,9653850,True,True,3.034567967616434,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
7209,CLI-107209,ingreso_mensual,13291300,True,True,4.542626643700766,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
7224,CLI-107224,ingreso_mensual,9015707,True,False,2.769998808526279,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
7243,CLI-107243,ingreso_mensual,9062550,True,False,2.7894195545334592,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
7253,CLI-107253,ingreso_mensual,9582970,True,True,3.0051816670594897,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
7304,CLI-107304,ingreso_mensual,13999077,True,True,4.836065521371371,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
7377,CLI-107377,ingreso_mensual,11265199,True,True,3.7026208177311606,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
